vid,uid,s_min,s_sec,a_obj,split,label
k5GAsiHy-DQ,k5GAsiHy-DQ_710000_720000,11,50,piano,train,v2
K5i6x86jrN4,K5i6x86jrN4_0_5000,0,0,keyboard,val,v1s
K6iYKdeTbmk,K6iYKdeTbmk_0_5000,0,0,violin,train,v1s
k6nUVKGUo3w,k6nUVKGUo3w_733000_743000,12,13,axe_man,train,v2
k6nUVKGUo3w,k6nUVKGUo3w_755000_765000,12,35,axe,train,v2
k6x4B5xXpsI,k6x4B5xXpsI_18000_28000,0,18,train,test,v2
k6x4B5xXpsI,k6x4B5xXpsI_595000_605000,9,55,train,test,v2
K7bXcSA736Y,K7bXcSA736Y_0_5000,0,0,piano,val,v1s
k7hhqVlTUvM,k7hhqVlTUvM_150000_160000,2,30,cat,train,v2
K9Bok-6djCM,K9Bok-6djCM_2000_7000,0,2,car,test,v1s
KABAJUrN9lg,KABAJUrN9lg_0_5000,0,0,tabla,train,v1s
KaJKfwwFOIs,KaJKfwwFOIs_0_5000,0,0,cat,train,v1s
KB-k5od1M3M,KB-k5od1M3M_0_5000,0,0,tabla,train,v1s
kbeEMDpmVNU,kbeEMDpmVNU_24000_34000,0,24,woman,train,v2
kbeEMDpmVNU,kbeEMDpmVNU_152000_162000,2,32,woman,train,v2
kbGFPjosR2o,kbGFPjosR2o_5000_10000,0,5,ukulele,train,v1s
KBUA3dsBPX8,KBUA3dsBPX8_53000_63000,0,53,tuba,test,v2
KBUA3dsBPX8,KBUA3dsBPX8_87000_97000,1,27,tuba,test,v2
KBUA3dsBPX8,KBUA3dsBPX8_217000_227000,3,37,tuba,test,v2
KbViq9fsi8E,KbViq9fsi8E_3000_8000,0,3,helicopter,train,v1s
KC_rwPGtbsk,KC_rwPGtbsk_5000_10000,0,5,keyboard,train,v1s
KC_rwPGtbsk,KC_rwPGtbsk_67000_77000,1,7,keyboard,train,v2
KC-wRA_SwK0,KC-wRA_SwK0_0_5000,0,0,helicopter,test,v1s
Kc4moqpQ9ZU,Kc4moqpQ9ZU_5000_10000,0,5,bird,train,v1s
Kc4Zc5HJvA4,Kc4Zc5HJvA4_1000_6000,0,1,car,val,v1s
Kc66Krp4BWU,Kc66Krp4BWU_2000_7000,0,2,keyboard,train,v1s
kc7Q3AxMXWM,kc7Q3AxMXWM_0_5000,0,0,piano,val,v1s
KCA9dQCeJM0,KCA9dQCeJM0_0_5000,0,0,baby,train,v1s
kCunbnjBIfE,kCunbnjBIfE_5000_10000,0,5,ukulele,train,v1s
Kd2P8uMUoTU,Kd2P8uMUoTU_70000_80000,1,10,keyboard,train,v2
KD2WKj-xW_s,KD2WKj-xW_s_0_5000,0,0,horse,val,v1s
Kd42SbTQv2U_11,Kd42SbTQv2U_11,0,0,man_dog,test,v1m
Kd42SbTQv2U_15,Kd42SbTQv2U_15,0,0,man_dog,train,v1m
Kd42SbTQv2U_6,Kd42SbTQv2U_6,0,0,woman_dog,train,v1m
Kd42SbTQv2U_9,Kd42SbTQv2U_9,0,0,man,train,v1m
kDEIFXV2A94,kDEIFXV2A94_30000_40000,0,30,harp_sorna,val,v2
KDIqNJtSK8Q,KDIqNJtSK8Q_5000_15000,0,5,harmonica_guitar,train,v2
KDIqNJtSK8Q,KDIqNJtSK8Q_38000_48000,0,38,harmonica_guitar,train,v2
KDJE9WMko0s,KDJE9WMko0s_0_5000,0,0,tabla,val,v1s
kdjLe4XLJRQ,kdjLe4XLJRQ_40000_50000,0,40,ukulele,test,v2
KdlvYugCXvo,KdlvYugCXvo_2000_7000,0,2,helicopter,test,v1s
kdnFxhQ1AaE,kdnFxhQ1AaE_0_5000,0,0,baby,test,v1s
KDsI2ntPSpg,KDsI2ntPSpg_27000_37000,0,27,sheep,test,v2
KdvoIFx5UOw,KdvoIFx5UOw_0_5000,0,0,helicopter,test,v1s
KEbaO0tnKZc,KEbaO0tnKZc_4000_9000,0,4,horse,train,v1s
KeDiIX8R4OQ,KeDiIX8R4OQ_1000_6000,0,1,horse,train,v1s
KeHBo1Qy9SI,KeHBo1Qy9SI_3000_13000,0,3,handpan,train,v2
KeHBo1Qy9SI,KeHBo1Qy9SI_20000_30000,0,20,handpan,train,v2
kEmfUWcP-U0,kEmfUWcP-U0_15000_25000,0,15,cello_violin,train,v2
kEmfUWcP-U0,kEmfUWcP-U0_60000_70000,1,0,cello_violin,train,v2
kEmfUWcP-U0,kEmfUWcP-U0_110000_120000,1,50,cello_violin,train,v2
KenjW8m-9jc,KenjW8m-9jc_0_10000,0,0,donkey,val,v2
KETp6efoYtg,KETp6efoYtg_0_5000,0,0,horse,train,v1s
KexUnZyn7Eo,KexUnZyn7Eo_0_5000,0,0,car,train,v1s
KfCYNFgZnVk,KfCYNFgZnVk_0_5000,0,0,tabla,train,v1s
KFiWJE6DAOE,KFiWJE6DAOE_10000_20000,0,10,piano,train,v2
KFiWJE6DAOE,KFiWJE6DAOE_50000_60000,0,50,piano,train,v2
KFiWJE6DAOE,KFiWJE6DAOE_110000_120000,1,50,piano,train,v2
kFkL4dSwIAQ,kFkL4dSwIAQ_5000_10000,0,5,ukulele,train,v1s
KfyxK2-cx9M,KfyxK2-cx9M_0_5000,0,0,piano,train,v1s
Kg6qVxy_mNI,Kg6qVxy_mNI_120000_130000,2,0,woman_guitar,test,v2
kGR4FOTqvpY,kGR4FOTqvpY_0_5000,0,0,keyboard,train,v1s
kgw1OadfJWA,kgw1OadfJWA,0,0,cat,test,v1m
Kh7XIsiw1mM,Kh7XIsiw1mM_2000_7000,0,2,bus,train,v1s
Kh9GbYugA1Y,Kh9GbYugA1Y_0_10000,0,0,boy,train,v2
Kh9GbYugA1Y,Kh9GbYugA1Y_24000_34000,0,24,boy,train,v2
Kh9GbYugA1Y,Kh9GbYugA1Y_45000_55000,0,45,boy,train,v2
Kh9GbYugA1Y,Kh9GbYugA1Y_94000_104000,1,34,boy,train,v2
Kh9GbYugA1Y,Kh9GbYugA1Y_115000_125000,1,55,boy,train,v2
Kh9GbYugA1Y,Kh9GbYugA1Y_130000_140000,2,10,boy,train,v2
Kh9GbYugA1Y,Kh9GbYugA1Y_154000_164000,2,34,boy,train,v2
KhimfjfAP-U,KhimfjfAP-U_0_5000,0,0,violin,val,v1s
KhQGo2IdA9s,KhQGo2IdA9s_1000_11000,0,1,wolf,train,v2
KhQGo2IdA9s,KhQGo2IdA9s_6000_16000,0,6,wolf,train,v2
ki8ZolLqS8o,ki8ZolLqS8o_0_5000,0,0,piano,val,v1s
kiC159weN4o,kiC159weN4o_8000_18000,0,8,flute_guitar,train,v2
kiC159weN4o,kiC159weN4o_50000_60000,0,50,flute_guitar,train,v2
kIcCsfjTbiM,kIcCsfjTbiM_0_5000,0,0,piano,train,v1s
KIQl1-cjNTY,KIQl1-cjNTY_30000_40000,0,30,harp,train,v2
kIrYt3o_is0,kIrYt3o_is0_6000_16000,0,6,woman,train,v2
kIrYt3o_is0,kIrYt3o_is0_52000_62000,0,52,woman,train,v2
KJ2NWnQ84k4,KJ2NWnQ84k4_4000_9000,0,4,bird,train,v1s
KjCR-PaDrZ4_0,KjCR-PaDrZ4_0,0,0,tabla,train,v1m
kJn7xfOVjNE,kJn7xfOVjNE_5000_10000,0,5,piano,test,v1s
KjT9_y7lRQ0,KjT9_y7lRQ0_10000_20000,0,10,marimba,test,v2
kK8K8DQySFA,kK8K8DQySFA_0_5000,0,0,dog,train,v1s
KKmwM72wFcQ,KKmwM72wFcQ_0_5000,0,0,bird,train,v1s
Kl2q6S5HKTI,Kl2q6S5HKTI_5000_10000,0,5,marimba,val,v1s
klamQfYe1Gk,klamQfYe1Gk_65000_75000,1,5,guitar_man,test,v2
klamQfYe1Gk,klamQfYe1Gk_620000_630000,10,20,woman,test,v2
KlGA4xlXjHg,KlGA4xlXjHg_140000_150000,2,20,girl_woman,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_160000_170000,2,40,woman,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_180000_190000,3,0,woman_girl,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_200000_210000,3,20,woman_girl,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_225000_235000,3,45,girl_woman,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_280000_290000,4,40,woman_girl,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_320000_330000,5,20,woman_man,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_475000_485000,7,55,woman,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_500000_510000,8,20,woman,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_520000_530000,8,40,woman,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_540000_550000,9,0,woman_girl,train,v2
KlHk6IQ5Zmk,KlHk6IQ5Zmk_1000_6000,0,1,emergency-car,train,v1s
KLICvY58raU,KLICvY58raU_0_5000,0,0,horse,test,v1s
KLK_bq4kEhg,KLK_bq4kEhg_21000_31000,0,21,pipa,train,v2
kLuuxnijxa0,kLuuxnijxa0_1000_11000,0,1,boat,test,v2
kLuuxnijxa0,kLuuxnijxa0_15000_25000,0,15,boat,test,v2
kLuuxnijxa0,kLuuxnijxa0_92000_102000,1,32,boat,test,v2
kLuuxnijxa0,kLuuxnijxa0_128000_138000,2,8,boat,test,v2
kLuuxnijxa0,kLuuxnijxa0_139000_149000,2,19,boat,test,v2
kLuuxnijxa0,kLuuxnijxa0_197000_207000,3,17,boat,test,v2
kLuuxnijxa0,kLuuxnijxa0_223000_233000,3,43,boat,test,v2
kLuuxnijxa0,kLuuxnijxa0_250000_260000,4,10,boat,test,v2
kLuuxnijxa0,kLuuxnijxa0_286000_296000,4,46,boat,test,v2
kLuuxnijxa0,kLuuxnijxa0_377000_387000,6,17,boat,test,v2
kLuuxnijxa0,kLuuxnijxa0_400000_410000,6,40,boat,test,v2
kLuuxnijxa0,kLuuxnijxa0_432000_442000,7,12,boat,test,v2
kLuuxnijxa0,kLuuxnijxa0_475000_485000,7,55,boat,test,v2
KLxUIYPH30I,KLxUIYPH30I_0_5000,0,0,horse,train,v1s
km4tSwHJFs0,km4tSwHJFs0_0_10000,0,0,pig,train,v2
km4tSwHJFs0,km4tSwHJFs0_10000_20000,0,10,pig,train,v2
km4tSwHJFs0,km4tSwHJFs0_20000_30000,0,20,pig,train,v2
kmAZ7m8Nr3E,kmAZ7m8Nr3E_0_5000,0,0,bird,train,v1s
KMbS79olQxo,KMbS79olQxo_0_5000,0,0,tabla,train,v1s
KMfwplwvb0A,KMfwplwvb0A_0_5000,0,0,violin,train,v1s
kmjacEoO75U,kmjacEoO75U_0_10000,0,0,hair-dryer,train,v2
kmjacEoO75U,kmjacEoO75U_25000_35000,0,25,dog_hair-dryer,train,v2
kmjacEoO75U,kmjacEoO75U_67000_77000,1,7,dog,train,v2
kmjacEoO75U,kmjacEoO75U_96000_106000,1,36,dog_hair-dryer,train,v2
kmjacEoO75U,kmjacEoO75U_107000_117000,1,47,cat_hair-dryer,train,v2
kmjacEoO75U,kmjacEoO75U_121000_131000,2,1,dog_hair-dryer,train,v2
kmjacEoO75U,kmjacEoO75U_132000_142000,2,12,cat_hair-dryer,train,v2
kmTK_Y9R2qs,kmTK_Y9R2qs_0_5000,0,0,baby,train,v1s
kmZcOCGxb2Y,kmZcOCGxb2Y_0_10000,0,0,truck_car,train,v2
kmZcOCGxb2Y,kmZcOCGxb2Y_14000_24000,0,14,truck_car,train,v2
kmZcOCGxb2Y,kmZcOCGxb2Y_50000_60000,0,50,truck_car,train,v2
kmZcOCGxb2Y,kmZcOCGxb2Y_215000_225000,3,35,truck_car,train,v2
kmZcOCGxb2Y,kmZcOCGxb2Y_687000_697000,11,27,truck_car,train,v2
KN0j3kOL_KI,KN0j3kOL_KI_0_5000,0,0,marimba,test,v1s
kNHC4sOZpi0,kNHC4sOZpi0_325000_335000,5,25,clipper,train,v2
kNVFsDnePrM,kNVFsDnePrM_30000_40000,0,30,woman_ukulele,train,v2
knyFO_pPda4,knyFO_pPda4_10000_20000,0,10,hair-dryer,train,v2
KO_dPtEZXnE,KO_dPtEZXnE_60000_70000,1,0,guitar_man,train,v2
ko1VohZk9zo,ko1VohZk9zo_0_10000,0,0,woman,train,v2
ko1VohZk9zo,ko1VohZk9zo_61000_71000,1,1,hair-dryer,train,v2
Ko9Ai6WrsqM,Ko9Ai6WrsqM_0_5000,0,0,helicopter,val,v1s
KoeyyYyLa4c,KoeyyYyLa4c_0_5000,0,0,violin,val,v1s
kOfveyBfRYA,kOfveyBfRYA_0_5000,0,0,bird,val,v1s
kOLHBZTl9fQ_0,kOLHBZTl9fQ_0,0,0,piano_tabla,train,v1m
kOLHBZTl9fQ_1,kOLHBZTl9fQ_1,0,0,tabla,train,v1m
Kot-gIKy4Qk_0,Kot-gIKy4Qk_0,0,0,piano,val,v1m
Kot-gIKy4Qk_1,Kot-gIKy4Qk_1,0,0,man_guitar_violin,val,v1m
Kot-gIKy4Qk_2,Kot-gIKy4Qk_2,0,0,piano,train,v1m
KoyBXamGEYk,KoyBXamGEYk_10000_20000,0,10,guitar_man,train,v2
KoyBXamGEYk,KoyBXamGEYk_191000_201000,3,11,guitar,train,v2
KoyBXamGEYk,KoyBXamGEYk_255000_265000,4,15,guitar_man,train,v2
KpgkhngU8yE,KpgkhngU8yE_12000_22000,0,12,tank,train,v2
KQAR_64a35I,KQAR_64a35I_0_5000,0,0,lion,train,v1s
KQAR_64a35I,KQAR_64a35I_0_10000,0,0,lion,test,v2
kqckHcHmeZk,kqckHcHmeZk_0_10000,0,0,bird,train,v2
KQRnsZqwOKo,KQRnsZqwOKo_0_5000,0,0,bird,test,v1s
kQrvjatJfZ0,kQrvjatJfZ0_15000_25000,0,15,cello_guitar,train,v2
kQrvjatJfZ0,kQrvjatJfZ0_30000_40000,0,30,woman_guitar_cello,train,v2
KqY_f5zNfeI,KqY_f5zNfeI_5000_10000,0,5,keyboard,train,v1s
kqZwU6V43ds,kqZwU6V43ds_0_5000,0,0,piano,train,v1s
kr0uREz1Vf0,kr0uREz1Vf0_1000_11000,0,1,tank,test,v2
kr0uREz1Vf0,kr0uREz1Vf0_28000_38000,0,28,tank,test,v2
kr0uREz1Vf0,kr0uREz1Vf0_83000_93000,1,23,tank,test,v2
kr0uREz1Vf0,kr0uREz1Vf0_260000_270000,4,20,tank,test,v2
kr0uREz1Vf0,kr0uREz1Vf0_320000_330000,5,20,tank,test,v2
kr0uREz1Vf0,kr0uREz1Vf0_380000_390000,6,20,tank,test,v2
kRA2px3WWDQ,kRA2px3WWDQ_0_5000,0,0,saw,train,v1s
KrBFLCG3TM0,KrBFLCG3TM0_70000_80000,1,10,saw,train,v2
KrbShwiIUso,KrbShwiIUso_4000_9000,0,4,emergency-car,val,v1s
KrJltwqNf7w,KrJltwqNf7w_87000_97000,1,27,saw,train,v2
KRP_Vv_hPgg,KRP_Vv_hPgg_10000_20000,0,10,tuba_trumpet_trombone,train,v2
KRTGSxw_lLc,KRTGSxw_lLc_5000_10000,0,5,car,train,v1s
KRUKg4tTR-4,KRUKg4tTR-4_0_10000,0,0,off-the-screen,train,v2
kRZbKcY3C8E,kRZbKcY3C8E_2000_7000,0,2,cat,train,v1s
kS7qM2G8mpM,kS7qM2G8mpM_26000_36000,0,26,duck,val,v2
kS7qM2G8mpM,kS7qM2G8mpM_76000_86000,1,16,duck,val,v2
KSgWEfplTHc,KSgWEfplTHc_5000_10000,0,5,helicopter,train,v1s
KslOilg-qeQ,KslOilg-qeQ_10000_20000,0,10,piano_violin,train,v2
ksMVqxh9aKI,ksMVqxh9aKI_180000_190000,3,0,tuba,val,v2
KsTCZBBW-Nw,KsTCZBBW-Nw_0_5000,0,0,violin,train,v1s
KSWTHtGbBAY,KSWTHtGbBAY_0_5000,0,0,tabla,train,v1s
kt1gVqiUSeA,kt1gVqiUSeA_60000_70000,1,0,guitar_man,train,v2
Kt3SgRqt4oc,Kt3SgRqt4oc_2000_7000,0,2,woman,val,v1s
ktDfIj9vnXI,ktDfIj9vnXI_0_5000,0,0,keyboard,train,v1s
KTEyF7C8pXQ,KTEyF7C8pXQ_2000_7000,0,2,car,test,v1s
KTmVSiN4vTc,KTmVSiN4vTc_3000_13000,0,3,hair-dryer,train,v2
kTVbd2W126o,kTVbd2W126o_2000_12000,0,2,pipa,train,v2
kTw1zjRm6YY,kTw1zjRm6YY_0_5000,0,0,cat,train,v1s
KUdXkdiuJ68,KUdXkdiuJ68_0_5000,0,0,violin,train,v1s
kuH7oqSAcuY,kuH7oqSAcuY_0_5000,0,0,lion,train,v1s
KuJtjf_QcD4,KuJtjf_QcD4_0_10000,0,0,tabla_sitar,train,v2
kUv7JBXevBA,kUv7JBXevBA_1000_6000,0,1,bird,train,v1s
KUYszf-sxA4,KUYszf-sxA4_35000_45000,0,35,elephant,train,v2
KUYszf-sxA4,KUYszf-sxA4_46000_56000,0,46,elephant,train,v2
KUYszf-sxA4,KUYszf-sxA4_87000_97000,1,27,elephant,train,v2
KV2m9sgvunw,KV2m9sgvunw_0_10000,0,0,sorna,train,v2
KV2m9sgvunw,KV2m9sgvunw_315000_325000,5,15,sorna,train,v2
KV2m9sgvunw,KV2m9sgvunw_328000_338000,5,28,sorna,train,v2
KV2m9sgvunw,KV2m9sgvunw_345000_355000,5,45,sorna,train,v2
KV2m9sgvunw,KV2m9sgvunw_370000_380000,6,10,sorna,train,v2
Kv43RSOe9OA,Kv43RSOe9OA_0_10000,0,0,emergency-car,train,v2
kveQk1U0or8,kveQk1U0or8_0_5000,0,0,lion,train,v1s
Kvo7G-ngESo,Kvo7G-ngESo_0_5000,0,0,violin,train,v1s
KvQFvwh0dDc,KvQFvwh0dDc_3000_8000,0,3,bus,train,v1s
Kvs8sm3Mcjg,Kvs8sm3Mcjg_3000_8000,0,3,helicopter,train,v1s
kVztC6jU14s,kVztC6jU14s_0_5000,0,0,keyboard,train,v1s
Kw-PLfbmjvQ,Kw-PLfbmjvQ_5000_10000,0,5,helicopter,val,v1s
kw2P33wIQn0,kw2P33wIQn0_5000_10000,0,5,horse,val,v1s
KwiSnqxMzz8,KwiSnqxMzz8_2000_7000,0,2,baby,train,v1s
kWKKdesyL3c,kWKKdesyL3c_0_5000,0,0,ukulele,train,v1s
KWqZGTZQUwA,KWqZGTZQUwA_0_5000,0,0,mower,train,v1s
KX-ki3pP8YU,KX-ki3pP8YU_154000_164000,2,34,motorcycle,test,v2
kXG9wvIPhZ0,kXG9wvIPhZ0_0_5000,0,0,piano,train,v1s
kXiXkk3ELxk,kXiXkk3ELxk_18000_28000,0,18,accordion_guitar_violin,train,v2
kXiXkk3ELxk,kXiXkk3ELxk_118000_128000,1,58,accordion_guitar,train,v2
kxqNCdZHzMg,kxqNCdZHzMg_2000_7000,0,2,gun,train,v1s
KxQwGUz5AqM,KxQwGUz5AqM_5000_10000,0,5,helicopter,train,v1s
KXuATbeFwn8,KXuATbeFwn8_90000_100000,1,30,clock,train,v2
KXumlH_SF5Y,KXumlH_SF5Y_5000_10000,0,5,helicopter,train,v1s
KXvmc3dLn3E,KXvmc3dLn3E_9000_19000,0,9,tractor,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_230000_240000,3,50,saw,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_248000_258000,4,8,saw,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_273000_283000,4,33,saw,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_287000_297000,4,47,saw,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_314000_324000,5,14,saw,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_345000_355000,5,45,saw,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_398000_408000,6,38,saw,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_485000_495000,8,5,saw,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_543000_553000,9,3,tractor,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_600000_610000,10,0,tractor,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_610000_620000,10,10,tractor,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_685000_695000,11,25,tractor,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_720000_730000,12,0,tractor,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_1010000_1020000,16,50,tractor,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_1040000_1050000,17,20,tractor,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_1060000_1070000,17,40,tractor,train,v2
KXvmc3dLn3E,KXvmc3dLn3E_1130000_1140000,18,50,tractor,train,v2
KxwlfuMaz5w,KxwlfuMaz5w_5000_10000,0,5,gun,train,v1s
Ky_Ve-oqnpA,Ky_Ve-oqnpA_0_5000,0,0,piano,test,v1s
KY4KNkxY5f0,KY4KNkxY5f0_5000_10000,0,5,tabla,test,v1s
KYcf01DDpaM,KYcf01DDpaM_3000_8000,0,3,emergency-car,val,v1s
kYezugbS88c,kYezugbS88c_15000_25000,0,15,girl_guitar,train,v2
kYezugbS88c,kYezugbS88c_60000_70000,1,0,girl_guitar,train,v2
kYezugbS88c,kYezugbS88c_120000_130000,2,0,girl_guitar,train,v2
KyiVakXd2b8,KyiVakXd2b8_5000_10000,0,5,woman,train,v1s
kYjg0mp4bWE,kYjg0mp4bWE_0_5000,0,0,bird,train,v1s
kyPSFCm_gt0,kyPSFCm_gt0_0_5000,0,0,ukulele,train,v1s
kyPymabWmvY,kyPymabWmvY_0_5000,0,0,piano,train,v1s
Kyr3FyjZkBs,Kyr3FyjZkBs_13000_23000,0,13,harp,train,v2
kYWlwgROPP0,kYWlwgROPP0_23000_33000,0,23,trumpet_violin,train,v2
kYWlwgROPP0,kYWlwgROPP0_35000_45000,0,35,trumpet_violin,train,v2
kYWlwgROPP0,kYWlwgROPP0_53000_63000,0,53,cello_trumpet_violin,train,v2
kYWlwgROPP0,kYWlwgROPP0_98000_108000,1,38,trumpet_violin,train,v2
KYyfDk7Z1RE,KYyfDk7Z1RE_0_5000,0,0,violin,test,v1s
KYz2u3xykEA,KYz2u3xykEA_1000_6000,0,1,emergency-car,val,v1s
KzAWRxjQ8JE,KzAWRxjQ8JE_37000_47000,0,37,cello_erhu,train,v2
KzAWRxjQ8JE,KzAWRxjQ8JE_97000_107000,1,37,cello_erhu,train,v2
KzAWRxjQ8JE,KzAWRxjQ8JE_114000_124000,1,54,cello_erhu,train,v2
KzAWRxjQ8JE,KzAWRxjQ8JE_128000_138000,2,8,cello_erhu,train,v2
KZCPZ4P_Vmk,KZCPZ4P_Vmk_0_5000,0,0,violin,train,v1s
KzddFUM30sI,KzddFUM30sI_10000_20000,0,10,woman,train,v2
KzddFUM30sI,KzddFUM30sI_20000_30000,0,20,woman,train,v2
KzddFUM30sI,KzddFUM30sI_30000_40000,0,30,woman,train,v2
KzddFUM30sI,KzddFUM30sI_55000_65000,0,55,woman_boy,train,v2
KzddFUM30sI,KzddFUM30sI_80000_90000,1,20,woman,train,v2
KzddFUM30sI,KzddFUM30sI_110000_120000,1,50,woman_boy_girl,train,v2
KzddFUM30sI,KzddFUM30sI_145000_155000,2,25,woman_girl,train,v2
KzddFUM30sI,KzddFUM30sI_180000_190000,3,0,girl_woman,train,v2
KzddFUM30sI,KzddFUM30sI_210000_220000,3,30,woman_girl,train,v2
KzddFUM30sI,KzddFUM30sI_220000_230000,3,40,girl_boy_woman,train,v2
KzddFUM30sI,KzddFUM30sI_240000_250000,4,0,woman_girl,train,v2
KzddFUM30sI,KzddFUM30sI_260000_270000,4,20,woman,train,v2
KZhSh9lwAoI,KZhSh9lwAoI_0_5000,0,0,baby,train,v1s
KZO6ZvPMI9E,KZO6ZvPMI9E_0_5000,0,0,piano,train,v1s
kzTgaivjrp0,kzTgaivjrp0_0_5000,0,0,piano,test,v1s
kZTTTZpya-Q,kZTTTZpya-Q_4000_9000,0,4,cat,train,v1s
kZxwtyXxTPA,kZxwtyXxTPA_1000_6000,0,1,dog,train,v1s
L_cCPFxq5Kw,L_cCPFxq5Kw_0_5000,0,0,marimba,train,v1s
l_cXYc7V7Co,l_cXYc7V7Co_0_10000,0,0,goose,train,v2
L_p4dsXsnlQ,L_p4dsXsnlQ_5000_10000,0,5,violin,train,v1s
L_QKpppskDU,L_QKpppskDU_18000_28000,0,18,erhu,train,v2
l_SEPV8JB1U,l_SEPV8JB1U_4000_9000,0,4,dog,train,v1s
l_UaowJaR9k,l_UaowJaR9k_5000_10000,0,5,car,val,v1s
l_YM--yMS_0,l_YM--yMS_0_11000_21000,0,11,goose,train,v2
l06ZeoHnHwI,l06ZeoHnHwI_0_5000,0,0,baby,train,v1s
l0IRxx2HYnE,l0IRxx2HYnE_5000_10000,0,5,piano,train,v1s
L1ibu6eM2c0,L1ibu6eM2c0_50000_60000,0,50,lion,test,v2
L1ibu6eM2c0,L1ibu6eM2c0_60000_70000,1,0,lion,test,v2
L1Og2mbuGCE,L1Og2mbuGCE_2000_7000,0,2,emergency-car,test,v1s
L2aEgKAwKu0,L2aEgKAwKu0_0_5000,0,0,violin,train,v1s
L2JcU09QPMo,L2JcU09QPMo_20000_30000,0,20,tuba,train,v2
l2v30UYbx44,l2v30UYbx44_14000_24000,0,14,pipa,train,v2
l3e4xZRysZ4,l3e4xZRysZ4_0_5000,0,0,ukulele,val,v1s
L3YUhR-u6Gk,L3YUhR-u6Gk_0_5000,0,0,keyboard,val,v1s
L4g5jGYIMgg,L4g5jGYIMgg_0_5000,0,0,tabla,val,v1s
L4Hm7LpSFMk,L4Hm7LpSFMk_5000_10000,0,5,helicopter,train,v1s
l5bjljDHFK0,l5bjljDHFK0_67000_77000,1,7,guzheng,train,v2
l5RmF_VrXic,l5RmF_VrXic_0_10000,0,0,tabla_violin,train,v2
l68XNllUuRs,l68XNllUuRs_50000_60000,0,50,pipa,train,v2
L6HB1czbGDY,L6HB1czbGDY_0_5000,0,0,helicopter,train,v1s
L6UfR2Wlnuw,L6UfR2Wlnuw_5000_10000,0,5,bus,test,v1s
L6Xg4NufpAQ,L6Xg4NufpAQ_10000_20000,0,10,harp,test,v2
l71OYdoOYQM,l71OYdoOYQM_40000_50000,0,40,piano_violin,test,v2
L71wo61KdRY,L71wo61KdRY_0_5000,0,0,piano,train,v1s
L79TvKr5CcU,L79TvKr5CcU_5000_10000,0,5,bus,train,v1s
l7oPqbSrdPs,l7oPqbSrdPs_125000_135000,2,5,guitar_trumpet,train,v2
L7vPkRtLOec,L7vPkRtLOec_1000_6000,0,1,lion,train,v1s
L7zvN1IZClg,L7zvN1IZClg_0_5000,0,0,violin,train,v1s
L8bRZH3Ad9U,L8bRZH3Ad9U_0_5000,0,0,horse,train,v1s
L8dnenB7-RY,L8dnenB7-RY_0_5000,0,0,car,train,v1s
L8Hre74256I,L8Hre74256I_0_5000,0,0,violin,train,v1s
L98-_994EVA,L98-_994EVA_64000_74000,1,4,tabla,train,v2
L9bn8Doyw_8,L9bn8Doyw_8_15000_25000,0,15,piano,test,v2
L9gOhEvn4lc,L9gOhEvn4lc_5000_10000,0,5,car,train,v1s
L9SOWKk6hSM,L9SOWKk6hSM_80000_90000,1,20,cello,train,v2
L9SOWKk6hSM,L9SOWKk6hSM_146000_156000,2,26,cello,train,v2
LaBSM6DWJow,LaBSM6DWJow_15000_25000,0,15,piano,train,v2
LADA3l7nFcg,LADA3l7nFcg_0_5000,0,0,keyboard,train,v1s
ladAEEIG6CM,ladAEEIG6CM_5000_10000,0,5,emergency-car,train,v1s
lAHKqXbyGY0,lAHKqXbyGY0_461000_471000,7,41,sitar,train,v2
lAHKqXbyGY0,lAHKqXbyGY0_745000_755000,12,25,sitar,train,v2
lAHKqXbyGY0,lAHKqXbyGY0_2520000_2530000,42,0,tabla_sitar,train,v2
