vid,uid,s_min,s_sec,a_obj,split,label
hp5l2Gnt2_I,hp5l2Gnt2_I_61000_71000,1,1,goose,seen_train,v2
XQ_ushC_Lck,XQ_ushC_Lck_47000_57000,0,47,accordion_violin,seen_train,v2
uW-k6cVk4dE,uW-k6cVk4dE_68000_78000,1,8,man_pipa,seen_train,v2
gau-DfyfJqY,gau-DfyfJqY_58000_68000,0,58,hair-dryer,seen_train,v2
uCK7Gok3u0U,uCK7Gok3u0U_120000_130000,2,0,piano_man,seen_train,v2
iFXMgv9mdOA,iFXMgv9mdOA_227000_237000,3,47,train,seen_train,v2
fHFriMNHizQ,fHFriMNHizQ_10000_20000,0,10,truck,seen_train,v2
V9JdDs7RK3c_1,V9JdDs7RK3c_1,0,0,woman_piano,seen_train,v1m
6A0dHHhzk30,6A0dHHhzk30_121000_131000,2,1,man_sitar,seen_train,v2
B8Y9XsgRTco,B8Y9XsgRTco_71000_81000,1,11,bassoon_clarinet,seen_train,v2
xGeqjlPz4kw_13,xGeqjlPz4kw_13,0,0,man_guitar,seen_train,v1m
Y7gRJOkZV-g,Y7gRJOkZV-g_780000_790000,13,0,utv_man,seen_train,v2
il-sQzFR7yk,il-sQzFR7yk_5000_15000,0,5,woman,seen_train,v2
X9tJJYIembo,X9tJJYIembo_16000_26000,0,16,erhu,seen_train,v2
C-q3ZNGDbtk,C-q3ZNGDbtk_245000_255000,4,5,saw,seen_train,v2
Atba0akik_o,Atba0akik_o_94000_104000,1,34,piano,seen_train,v2
LOFX2UVozf8,LOFX2UVozf8_1000_11000,0,1,handpan,seen_train,v2
2SqyIF26F_k,2SqyIF26F_k_472000_482000,7,52,tractor,seen_train,v2
Dph2gF_tc64,Dph2gF_tc64_0_10000,0,0,man,seen_train,v2
2fBeTyXzDPI,2fBeTyXzDPI_465000_475000,7,45,boat,seen_train,v2
LxE43y88XYE,LxE43y88XYE_40000_50000,0,40,car_elephant,seen_train,v2
0sgE-M5ES1Q,0sgE-M5ES1Q_167000_177000,2,47,guitar_man,seen_train,v2
Vb4jaCuRCnA,Vb4jaCuRCnA_1040000_1050000,17,20,bird_man,seen_train,v2
-wb3JWo4qTg,-wb3JWo4qTg_0_10000,0,0,woman,seen_train,v2
W8ExnYLeuwU,W8ExnYLeuwU_18000_28000,0,18,airplane,seen_train,v2
xsKDlRGubgM,xsKDlRGubgM_590000_600000,9,50,tractor,seen_train,v2
2MP5Ov_H4Go,2MP5Ov_H4Go_98000_108000,1,38,cat,seen_train,v2
fQSZjLw8jVQ,fQSZjLw8jVQ_0_10000,0,0,tank,seen_train,v2
-Be9nUG_Vzk,-Be9nUG_Vzk_25000_35000,0,25,airplane,seen_train,v2
75mMPO0x4Gs,75mMPO0x4Gs_13000_23000,0,13,woman_parrot,seen_train,v2
8mBohdEd8x0,8mBohdEd8x0_120000_130000,2,0,piano_trumpet,seen_train,v2
l68XNllUuRs,l68XNllUuRs_50000_60000,0,50,pipa,seen_train,v2
OX6T2z4P9fA,OX6T2z4P9fA_23000_33000,0,23,mower,seen_train,v2
LR24x_BZ85I,LR24x_BZ85I_892000_902000,14,52,woman,seen_train,v2
PcdKAvd51l0,PcdKAvd51l0_41000_51000,0,41,tractor,seen_train,v2
iSBtK1T10Ew,iSBtK1T10Ew_236000_246000,3,56,piano,seen_train,v2
VXAmZq3WCzI,VXAmZq3WCzI_0_10000,0,0,tractor_man,seen_train,v2
7cZP_T9RV7U,7cZP_T9RV7U_0_10000,0,0,saxophone,seen_train,v2
-9-Jylm9GiA,-9-Jylm9GiA_440000_450000,7,20,off-the-screen,seen_train,v2
goGihyH5orQ,goGihyH5orQ_30000_40000,0,30,guitar_man,seen_train,v2
tmo4_u9n6mw,tmo4_u9n6mw_140000_150000,2,20,woman,seen_train,v2
x2czvJR1JCA_0,x2czvJR1JCA_0,0,0,piano,seen_train,v1m
xGeuztiMlDU,xGeuztiMlDU_2000_12000,0,2,clarinet_accordion_tuba_saxophone,seen_train,v2
5V9Wtpt_SzY,5V9Wtpt_SzY_164000_174000,2,44,man,seen_train,v2
n8s2WJXyE4o,n8s2WJXyE4o_220000_230000,3,40,man,seen_train,v2
n8aoAWhR7fo,n8aoAWhR7fo_35000_45000,0,35,airplane,seen_train,v2
gVWO6aarWoQ,gVWO6aarWoQ_1000_11000,0,1,marimba,seen_train,v2
oSMvY0tErC4,oSMvY0tErC4_100000_110000,1,40,flute_tuba,seen_train,v2
uFcZhH_wFbs,uFcZhH_wFbs_94000_104000,1,34,lion,seen_train,v2
ss2yA0tP0sU,ss2yA0tP0sU_10000_20000,0,10,piano_violin,seen_train,v2
QQZLmzV5WGY,QQZLmzV5WGY_300000_310000,5,0,man_clipper,seen_train,v2
GADqM956KEs,GADqM956KEs_492000_502000,8,12,guitar_man,seen_train,v2
2QKv1iBsTJM,2QKv1iBsTJM_90000_100000,1,30,drum_sorna,seen_train,v2
2jza_R_oSuw,2jza_R_oSuw_322000_332000,5,22,truck,seen_train,v2
y6ZSMU-I2yw,y6ZSMU-I2yw_10000_20000,0,10,guitar,seen_train,v2
qoSE4e3qxXU,qoSE4e3qxXU_35000_45000,0,35,airplane,seen_train,v2
-iPvFoDVJLM,-iPvFoDVJLM_23000_33000,0,23,dog_man,seen_train,v2
it4E6EubeD4,it4E6EubeD4_60000_70000,1,0,piano_guitar,seen_train,v2
Nsbd9wmDJHU,Nsbd9wmDJHU_5000_15000,0,5,truck,seen_train,v2
kr0uREz1Vf0,kr0uREz1Vf0_380000_390000,6,20,tank,seen_train,v2
TMO0zGF2_ls,TMO0zGF2_ls_196000_206000,3,16,man_clipper,seen_train,v2
ZUx8CkKOjH0,ZUx8CkKOjH0_266000_276000,4,26,man,seen_train,v2
eyOPSZ9mFz0,eyOPSZ9mFz0_10000_20000,0,10,sheep,seen_train,v2
Cj5Dtv2f_uw,Cj5Dtv2f_uw_31000_41000,0,31,wolf,seen_train,v2
pG1aSAUbf4I,pG1aSAUbf4I_40000_50000,0,40,handpan,seen_train,v2
MDyjY3uiWp0,MDyjY3uiWp0_354000_364000,5,54,man,seen_train,v2
mTpBcHOO_Nk,mTpBcHOO_Nk_6000_16000,0,6,wolf,seen_train,v2
YjWmD-V9Yf8,YjWmD-V9Yf8_1240000_1250000,20,40,piano_man,seen_train,v2
d3J_aYbTaEE,d3J_aYbTaEE_28000_38000,0,28,flute_violin,seen_train,v2
SFBdkBTesiE,SFBdkBTesiE_920000_930000,15,20,man,seen_train,v2
dz2Rp5bISuE,dz2Rp5bISuE_27000_37000,0,27,sheep,seen_train,v2
YdA7Cjrqxw4,YdA7Cjrqxw4_430000_440000,7,10,piano_violin,seen_train,v2
w_eLiBZWV8w,w_eLiBZWV8w_166000_176000,2,46,harmonica,seen_train,v2
07VrWc7ftlo,07VrWc7ftlo_1000_11000,0,1,saxophone,seen_train,v2
eAzfhxcAICs,eAzfhxcAICs_140000_150000,2,20,man_goose,seen_train,v2
hi4sk0MuY3Y,hi4sk0MuY3Y_260000_270000,4,20,tractor,seen_train,v2
eWJTKxj3H5o,eWJTKxj3H5o_70000_80000,1,10,piano,seen_train,v2
5DoQCRGIyeM,5DoQCRGIyeM_145000_155000,2,25,piano,seen_train,v2
HTCdCjA3r8w,HTCdCjA3r8w_645000_655000,10,45,saw,seen_train,v2
mFRkTyvuamE,mFRkTyvuamE_68000_78000,1,8,woman,seen_train,v2
3pURwZPq69U,3pURwZPq69U_27000_37000,0,27,gun,seen_train,v2
3Cd7-k99LkY,3Cd7-k99LkY_350000_360000,5,50,vacuum-cleaner,seen_train,v2
LMyhMkVdGgs,LMyhMkVdGgs_137000_147000,2,17,trombone,seen_train,v2
vREP89e82T4,vREP89e82T4_10000_20000,0,10,airplane,seen_train,v2
0_F8gJDq-vY,0_F8gJDq-vY_25000_35000,0,25,sheep,seen_train,v2
qT1w7i6AePo,qT1w7i6AePo_50000_60000,0,50,drum_marimba,seen_train,v2
yOymqSio4S4,yOymqSio4S4_15000_25000,0,15,piano,seen_train,v2
IA_ML2co-FM,IA_ML2co-FM_365000_375000,6,5,utv,seen_train,v2
Pg2qk3mNSoc,Pg2qk3mNSoc_66000_76000,1,6,handpan_guitar,seen_train,v2
nnuN-Zt60TM,nnuN-Zt60TM_130000_140000,2,10,piano_violin,seen_train,v2
Gr1bRAu77zQ,Gr1bRAu77zQ_25000_35000,0,25,erhu,seen_train,v2
fSOB57egaTI,fSOB57egaTI_30000_40000,0,30,trombone,seen_train,v2
7OyvV9amwO8,7OyvV9amwO8_50000_60000,0,50,erhu,seen_train,v2
CGbgQASP5Fs,CGbgQASP5Fs_0_10000,0,0,man,seen_train,v2
s_zT4h0XcMA,s_zT4h0XcMA_32000_42000,0,32,guitar,seen_train,v2
J_bYaBkfALA,J_bYaBkfALA_18000_28000,0,18,woman,seen_train,v2
mmKFvnvdW30,mmKFvnvdW30_925000_935000,15,25,guitar_man,seen_train,v2
5OfGgKjcfdY,5OfGgKjcfdY_70000_80000,1,10,woman_hair-dryer,seen_train,v2
gYZfIvd25_8,gYZfIvd25_8_216000_226000,3,36,man_gun,seen_train,v2
HtsvslSafoA,HtsvslSafoA_217000_227000,3,37,boat,seen_train,v2
KzddFUM30sI,KzddFUM30sI_260000_270000,4,20,woman,seen_train,v2
TmSRZApEdgI,TmSRZApEdgI_22000_32000,0,22,hair-dryer,seen_train,v2
ALncx-DMioE,ALncx-DMioE_180000_190000,3,0,guitar_man,seen_train,v2
3tQ4HVrIu58,3tQ4HVrIu58_30000_40000,0,30,bassoon,seen_train,v2
ufCYq7VmFe0,ufCYq7VmFe0_350000_360000,5,50,hair-dryer,seen_train,v2
KzddFUM30sI,KzddFUM30sI_30000_40000,0,30,woman,seen_train,v2
MDyjY3uiWp0,MDyjY3uiWp0_330000_340000,5,30,man,seen_train,v2
PXhjpPBqRRk,PXhjpPBqRRk_5000_15000,0,5,piano,seen_train,v2
CtajDX5eOQU,CtajDX5eOQU_70000_80000,1,10,guitar_man,seen_train,v2
pJznoC1fZ_U,pJznoC1fZ_U_286000_296000,4,46,woman_man,seen_train,v2
GG-PF_JxeW4,GG-PF_JxeW4_935000_945000,15,35,woman_piano_guitar,seen_train,v2
iFXMgv9mdOA,iFXMgv9mdOA_216000_226000,3,36,train,seen_train,v2
LLrPRU3T3To,LLrPRU3T3To_30000_40000,0,30,parrot,seen_train,v2
FHSoSamzdAY,FHSoSamzdAY_262000_272000,4,22,guitar_violin,seen_train,v2
64Ntlzea1GY,64Ntlzea1GY_25000_35000,0,25,sorna,seen_train,v2
Z9hSMoDG6P4,Z9hSMoDG6P4_7000_17000,0,7,missile-rocket,seen_train,v2
coimtgYRHYM,coimtgYRHYM_588000_598000,9,48,drum_guitar,seen_train,v2
2QAev97bk0c,2QAev97bk0c_315000_325000,5,15,ukulele_pipa,seen_train,v2
-LaELrishqU,-LaELrishqU_151000_161000,2,31,guitar_man,seen_train,v2
UfUxv9htjJM,UfUxv9htjJM_63000_73000,1,3,tuba_trumpet_trombone,seen_train,v2
SgVmpvh0-CM,SgVmpvh0-CM_40000_50000,0,40,flute,seen_train,v2
6xzc5Y-78-s,6xzc5Y-78-s_120000_130000,2,0,woman_vacuum-cleaner,seen_train,v2
BY3AYOQL764,BY3AYOQL764_22000_32000,0,22,sheep,seen_train,v2
BT7-5WW6qxk,BT7-5WW6qxk_120000_130000,2,0,piano_cello,seen_train,v2
FXk05mYg6QY,FXk05mYg6QY_20000_30000,0,20,airplane,seen_train,v2
UsTf7brftGg_0,UsTf7brftGg_0,0,0,piano_man,seen_train,v1m
cVQUaecTlpU,cVQUaecTlpU_26000_36000,0,26,sheep,seen_train,v2
DJFUTQncpVs,DJFUTQncpVs_30000_40000,0,30,handpan,seen_train,v2
eAzfhxcAICs,eAzfhxcAICs_180000_190000,3,0,man_goose,seen_train,v2
ytqMfoqdeLw,ytqMfoqdeLw_3000_13000,0,3,elephant,seen_train,v2
wIN3POOlmeM,wIN3POOlmeM_513000_523000,8,33,man,seen_train,v2
2kMPSBp6HQo,2kMPSBp6HQo_15000_25000,0,15,mower,seen_train,v2
HAIisN4LbOs,HAIisN4LbOs_9000_19000,0,9,piano_clarinet,seen_train,v2
7ofrqp6K1D4,7ofrqp6K1D4_60000_70000,1,0,guitar_man,seen_train,v2
zstao4nIPmU,zstao4nIPmU_450000_460000,7,30,man,seen_train,v2
n-QKl-Us3mQ,n-QKl-Us3mQ_65000_75000,1,5,trombone,seen_train,v2
BQRMH9h_gCE,BQRMH9h_gCE_60000_70000,1,0,woman_guitar_man,seen_train,v2
zPMUL7f4OOU,zPMUL7f4OOU_39000_49000,0,39,bassoon_cello_violin,seen_train,v2
wu9pY2OASZg,wu9pY2OASZg_86000_96000,1,26,guitar_man,seen_train,v2
fVqjdaoC9lY,fVqjdaoC9lY_190000_200000,3,10,goose,seen_train,v2
8_VR-Y1KZ7I,8_VR-Y1KZ7I_65000_75000,1,5,piano,seen_train,v2
39lnJvGtsCw,39lnJvGtsCw_68000_78000,1,8,sheep,seen_train,v2
rq5RDUm2Hnk_0,rq5RDUm2Hnk_0,0,0,woman,seen_train,v1m
9IDJok3837s,9IDJok3837s_10000_20000,0,10,saxophone_trombone_trumpet,seen_train,v2
eywyl5omxxw,eywyl5omxxw_200000_210000,3,20,axe,seen_train,v2
yC5nrbYn7TM,yC5nrbYn7TM_321000_331000,5,21,man_clipper,seen_train,v2
59nkrk-av0w,59nkrk-av0w_475000_485000,7,55,man,seen_train,v2
hRr_7qV54ks,hRr_7qV54ks_5000_15000,0,5,woman_piano,seen_train,v2
4rYRe3CaRh4_0,4rYRe3CaRh4_0,0,0,tabla_ukulele,seen_train,v1m
HkkaoyrOVG0,HkkaoyrOVG0_277000_287000,4,37,bird,seen_train,v2
k-QdTpIp5m0,k-QdTpIp5m0_557000_567000,9,17,missile-rocket,seen_train,v2
EZOH5eBmHFk,EZOH5eBmHFk_14000_24000,0,14,pipa,seen_train,v2
rt90Qj9j6gc,rt90Qj9j6gc_45000_55000,0,45,man,seen_train,v2
lz4jEA9nbPI,lz4jEA9nbPI_3000_13000,0,3,tuba,seen_train,v2
qu61nGj9W9I,qu61nGj9W9I_0_10000,0,0,handpan,seen_train,v2
J5-k9poXNjE,J5-k9poXNjE_70000_80000,1,10,handpan,seen_train,v2
Q6dNcGSYhQE,Q6dNcGSYhQE_2000_12000,0,2,pipa,seen_train,v2
YDRouqark3U,YDRouqark3U_187000_197000,3,7,flute,seen_train,v2
QEmHV4fzGas,QEmHV4fzGas_100000_110000,1,40,drum_piano_guitar_woman,seen_train,v2
Ep9-f_G3QOc,Ep9-f_G3QOc_56000_66000,0,56,sorna,seen_train,v2
xAjvjVd6Xnk,xAjvjVd6Xnk_0_10000,0,0,hair-dryer,seen_train,v2
2jza_R_oSuw,2jza_R_oSuw_278000_288000,4,38,truck,seen_train,v2
hUP7FZbgTlk,hUP7FZbgTlk_5204000_5214000,86,44,utv,seen_train,v2
vUG0hnFuGrs,vUG0hnFuGrs_110000_120000,1,50,woman,seen_train,v2
lcOP60uXMeI,lcOP60uXMeI_389000_399000,6,29,piano_cello_clarinet,seen_train,v2
N_h2R3roTDg,N_h2R3roTDg_0_10000,0,0,handpan,seen_train,v2
75mMPO0x4Gs,75mMPO0x4Gs_40000_50000,0,40,woman,seen_train,v2
45oaGY3mzlQ,45oaGY3mzlQ_60000_70000,1,0,cello_guitar_violin,seen_train,v2
-cLOg0sQ0Zo,-cLOg0sQ0Zo_350000_360000,5,50,woman_man,seen_train,v2
y0tsSV6vCGQ,y0tsSV6vCGQ_733000_743000,12,13,train,seen_train,v2
F7v8Vt1s3zY,F7v8Vt1s3zY_310000_320000,5,10,man,seen_train,v2
Yp3L_6h-IeE,Yp3L_6h-IeE_380000_390000,6,20,motorcycle,seen_train,v2
tndQjtHDZXE,tndQjtHDZXE_1320000_1330000,22,0,accordion_tuba_trombone_saxophone,seen_train,v2
n6HAJkNGVcM,n6HAJkNGVcM_72000_82000,1,12,tuba_trumpet,seen_train,v2
pdkSDHcZzN8,pdkSDHcZzN8_11000_21000,0,11,bird,seen_train,v2
KV2m9sgvunw,KV2m9sgvunw_370000_380000,6,10,sorna,seen_train,v2
I72zK8BfSRw,I72zK8BfSRw_311000_321000,5,11,tractor,seen_train,v2
Dph2gF_tc64,Dph2gF_tc64_189000_199000,3,9,man,seen_train,v2
8sE8zEnfvEg,8sE8zEnfvEg_62000_72000,1,2,pig,seen_train,v2
kS7qM2G8mpM,kS7qM2G8mpM_26000_36000,0,26,duck,seen_train,v2
f170h57Dips,f170h57Dips_51000_61000,0,51,car,seen_train,v2
i8azIB2wois,i8azIB2wois_110000_120000,1,50,flute,seen_train,v2
PYP-r0nvbFk,PYP-r0nvbFk_55000_65000,0,55,sheep,seen_train,v2
M9Tlz6bcjq8,M9Tlz6bcjq8_827000_837000,13,47,axe,seen_train,v2
0VfSLH1v_54,0VfSLH1v_54_3000_13000,0,3,gun,seen_train,v2
nq2hRazJi_k,nq2hRazJi_k_130000_140000,2,10,cello,seen_train,v2
rD-oAF2tx84,rD-oAF2tx84_1000_11000,0,1,sheep,seen_train,v2
9ZQ-T83pfWk,9ZQ-T83pfWk_2000_12000,0,2,flute_piano,seen_train,v2
kIrYt3o_is0,kIrYt3o_is0_6000_16000,0,6,woman,seen_train,v2
EbMA5FTCgRE,EbMA5FTCgRE_303000_313000,5,3,mower,seen_train,v2
uBiB0bEb5QU,uBiB0bEb5QU_0_10000,0,0,handpan,seen_train,v2
-WJhluODkxM,-WJhluODkxM_95000_105000,1,35,man,seen_train,v2
RdgiN6J2Sew,RdgiN6J2Sew_221000_231000,3,41,man_ukulele,seen_train,v2
ychyVrSUHwo,ychyVrSUHwo_170000_180000,2,50,woman,seen_train,v2
y0tsSV6vCGQ,y0tsSV6vCGQ_1704000_1714000,28,24,train,seen_train,v2
q6Vwbg3SOSc_1,q6Vwbg3SOSc_1,0,0,gun,seen_train,v1m
qyuZNGl2OCs,qyuZNGl2OCs_0_10000,0,0,hair-dryer,seen_train,v2
owG9Qs57wu8,owG9Qs57wu8_2000_12000,0,2,sorna,seen_train,v2
16dvjUXzt44_0,16dvjUXzt44_0,0,0,dog,seen_train,v1m
FBsYnc6YtWM,FBsYnc6YtWM_390000_400000,6,30,boat,seen_train,v2
ECTWcijfAzw,ECTWcijfAzw_744000_754000,12,24,man,seen_train,v2
KXvmc3dLn3E,KXvmc3dLn3E_600000_610000,10,0,tractor,seen_train,v2
Oj_2bdecz2M,Oj_2bdecz2M_10000_20000,0,10,ukulele,seen_train,v2
km4tSwHJFs0,km4tSwHJFs0_10000_20000,0,10,pig,seen_train,v2
oRQqy3WfQ40,oRQqy3WfQ40_10000_20000,0,10,man,seen_train,v2
c7d4Hl1pyF4,c7d4Hl1pyF4_62000_72000,1,2,pipa,seen_train,v2
2k4w11NJeCo,2k4w11NJeCo_655000_665000,10,55,guitar_man,seen_train,v2
MDyjY3uiWp0,MDyjY3uiWp0_273000_283000,4,33,saw,seen_train,v2
qHuLE1A8QXQ,qHuLE1A8QXQ_305000_315000,5,5,horse,seen_train,v2
lMYygmfENMY,lMYygmfENMY_115000_125000,1,55,woman_guitar,seen_train,v2
Wj-wwX28uUs,Wj-wwX28uUs_96000_106000,1,36,piano,seen_train,v2
XpQrmwC-VII,XpQrmwC-VII_10000_20000,0,10,guitar,seen_train,v2
mGc0Z7E0U1I,mGc0Z7E0U1I_18000_28000,0,18,cat,seen_train,v2
chBBWsnO1PU,chBBWsnO1PU_5000_15000,0,5,trumpet,seen_train,v2
4iBKGaXv6mo,4iBKGaXv6mo_207000_217000,3,27,piano_violin,seen_train,v2
JbwT4QvJefU_0,JbwT4QvJefU_0,0,0,bus,seen_train,v1m
_xugJr2blWk,_xugJr2blWk_45000_55000,0,45,trombone,seen_train,v2
4AmSlK-Z8pE,4AmSlK-Z8pE_78000_88000,1,18,guitar,seen_train,v2
NEvlFzTkzl8,NEvlFzTkzl8_84000_94000,1,24,man_gun,seen_train,v2
O09RyqZLDU0,O09RyqZLDU0_166000_176000,2,46,erhu_pipa,seen_train,v2
0wueDobOttU,0wueDobOttU_260000_270000,4,20,handpan,seen_train,v2
BoT7qH_uVNo,BoT7qH_uVNo_40000_50000,0,40,man,seen_train,v2
ydQaImgvhak,ydQaImgvhak_33000_43000,0,33,clipper,seen_train,v2
nOTNKPbhhLw,nOTNKPbhhLw_5000_15000,0,5,man,seen_train,v2
2MP5Ov_H4Go,2MP5Ov_H4Go_61000_71000,1,1,cat,seen_train,v2
cC5beeYzmO0,cC5beeYzmO0_18000_28000,0,18,man_sorna,seen_train,v2
141YCPtUMTs,141YCPtUMTs_42000_52000,0,42,woman_guitar,seen_train,v2
lYwnXP3g050,lYwnXP3g050_4000_14000,0,4,sheep,seen_train,v2
druQXp2_DVc,druQXp2_DVc_15000_25000,0,15,sitar,seen_train,v2
dXMrbo1JefY,dXMrbo1JefY_40000_50000,0,40,guitar,seen_train,v2
alEfe7uZzPw,alEfe7uZzPw_767000_777000,12,47,frying-food_man,seen_train,v2
7-I_bth-7qk,7-I_bth-7qk_45000_55000,0,45,woman_guitar_man,seen_train,v2
emLStHiqfyo,emLStHiqfyo_190000_200000,3,10,piano_violin,seen_train,v2
hvFvTalWcSg,hvFvTalWcSg_25000_35000,0,25,tractor,seen_train,v2
lAHKqXbyGY0,lAHKqXbyGY0_745000_755000,12,25,sitar,seen_train,v2
wzLnvUzvdFY,wzLnvUzvdFY_182000_192000,3,2,piano,seen_train,v2
Fc0HTBFqZgM,Fc0HTBFqZgM_69000_79000,1,9,vacuum-cleaner,seen_train,v2
Mn_9MVjmMi0,Mn_9MVjmMi0_10000_20000,0,10,guitar,seen_train,v2
2_CBZqpEhhs,2_CBZqpEhhs_83000_93000,1,23,guitar_man,seen_train,v2
SFVZ2OklsVM,SFVZ2OklsVM_10458000_10468000,174,18,guitar_man,seen_train,v2
D9iDARHSO6M,D9iDARHSO6M_119000_129000,1,59,flute_guitar,seen_train,v2
JXlgmoBDgj0,JXlgmoBDgj0_42000_52000,0,42,handpan,seen_train,v2
Y7gRJOkZV-g,Y7gRJOkZV-g_990000_1000000,16,30,utv,seen_train,v2
Y0t3yM_3ZwE,Y0t3yM_3ZwE_145000_155000,2,25,pig_man,seen_train,v2
3gbLFB-r9Fs,3gbLFB-r9Fs_1305000_1315000,21,45,utv,seen_train,v2
V9KZ5FCtG9A,V9KZ5FCtG9A_45000_55000,0,45,drum_guitar_man,seen_train,v2
Rr6Ju0PTIMI,Rr6Ju0PTIMI_78000_88000,1,18,accordion_man,seen_train,v2
cpdkpKvSgTE,cpdkpKvSgTE_84000_94000,1,24,elephant,seen_train,v2
SKi7ES0ogLI,SKi7ES0ogLI_140000_150000,2,20,man,seen_train,v2
WkPbcI_stFA,WkPbcI_stFA_98000_108000,1,38,guitar_man,seen_train,v2
xnx3u5YaNuc,xnx3u5YaNuc_40000_50000,0,40,piano_clarinet,seen_train,v2
O1jDMYneC-I,O1jDMYneC-I_565000_575000,9,25,saxophone_guitar,seen_train,v2
6PhswbMKXVA,6PhswbMKXVA_30000_40000,0,30,erhu,seen_train,v2
E8zQtjE2Q0M,E8zQtjE2Q0M_240000_250000,4,0,handpan,seen_train,v2
WkbCFN97-NM,WkbCFN97-NM_98000_108000,1,38,drum_guitar,seen_train,v2
rAAa_VcuzEk,rAAa_VcuzEk_50000_60000,0,50,guitar_man,seen_train,v2
HtsvslSafoA,HtsvslSafoA_242000_252000,4,2,boat,seen_train,v2
Mx51iT_KJ6Q,Mx51iT_KJ6Q_8000_18000,0,8,harmonica,seen_train,v2
SKi7ES0ogLI,SKi7ES0ogLI_470000_480000,7,50,man,seen_train,v2
Tgvcqi-eY_I,Tgvcqi-eY_I_5000_15000,0,5,man,seen_train,v2
XW6x7Z63lik,XW6x7Z63lik_70000_80000,1,10,airplane,seen_train,v2
2fBeTyXzDPI,2fBeTyXzDPI_322000_332000,5,22,boat,seen_train,v2
b1CWQvPOpU4,b1CWQvPOpU4_10000_20000,0,10,guitar,seen_train,v2
oaYIWYXFMqY,oaYIWYXFMqY_158000_168000,2,38,handpan_guitar_drum,seen_train,v2
wnAOz5N5oQE,wnAOz5N5oQE_606000_616000,10,6,dog_man,seen_train,v2
OenAP_QK2bw,OenAP_QK2bw_287000_297000,4,47,hair-dryer,seen_train,v2
uaTTx_F7ihY,uaTTx_F7ihY_0_10000,0,0,hair-dryer,seen_train,v2
2AXtFMyyfAw,2AXtFMyyfAw_650000_660000,10,50,piano_bassoon_clarinet,seen_train,v2
sUBrRXJKJfk_0,sUBrRXJKJfk_0,0,0,violin_piano,seen_train,v1m
xlAoMDWxRfY,xlAoMDWxRfY_57000_67000,0,57,guitar,seen_train,v2
iFXMgv9mdOA,iFXMgv9mdOA_17000_27000,0,17,train,seen_train,v2
lcOP60uXMeI,lcOP60uXMeI_20000_30000,0,20,piano_cello_clarinet,seen_train,v2
xfaa0hLcvoA,xfaa0hLcvoA_61000_71000,1,1,piano_cello_violin,seen_train,v2
C41CFvWF4Gk,C41CFvWF4Gk_150000_160000,2,30,piano_violin,seen_train,v2
4Vv2XK5lVEg,4Vv2XK5lVEg_10000_20000,0,10,guitar_man,seen_train,v2
oXazaWxQ25s_0,oXazaWxQ25s_0,0,0,ukulele,seen_train,v1m
XheEiCgiHLU,XheEiCgiHLU_70000_80000,1,10,piano,seen_train,v2
fSdR8U3VkWU,fSdR8U3VkWU_1240000_1250000,20,40,woman,seen_train,v2
4njWnic-uCg,4njWnic-uCg_210000_220000,3,30,man,seen_train,v2
ZALSu2gYKg8,ZALSu2gYKg8_450000_460000,7,30,woman,seen_train,v2
hUP7FZbgTlk,hUP7FZbgTlk_3977000_3987000,66,17,man,seen_train,v2
iSbZfJc1hFs,iSbZfJc1hFs_65000_75000,1,5,tabla_ukulele,seen_train,v2
P0XVgLZ8dVQ,P0XVgLZ8dVQ_580000_590000,9,40,piano,seen_train,v2
SFVZ2OklsVM,SFVZ2OklsVM_695000_705000,11,35,accordion_guitar_man,seen_train,v2
PwazdGn6ldc,PwazdGn6ldc_24000_34000,0,24,pig,seen_train,v2
OfcjlybYwFs_1,OfcjlybYwFs_1,0,0,woman,seen_train,v1m
S5a0UeHVQLs,S5a0UeHVQLs_25000_35000,0,25,woman_piano,seen_train,v2
HWsJmIgR1Lc,HWsJmIgR1Lc_56000_66000,0,56,tank,seen_train,v2
cjTvniN7UFA,cjTvniN7UFA_58000_68000,0,58,guitar_man,seen_train,v2
zapa64nazJQ,zapa64nazJQ_0_10000,0,0,parrot,seen_train,v2
-iPvFoDVJLM,-iPvFoDVJLM_440000_450000,7,20,dog,seen_train,v2
ee1_2gA8UZY,ee1_2gA8UZY_490000_500000,8,10,bird,seen_train,v2
cnrnkMlw3UM,cnrnkMlw3UM_308000_318000,5,8,elephant,seen_train,v2
HnOUK3wyxMI,HnOUK3wyxMI_30000_40000,0,30,keyboard,seen_train,v2
AT0hWjxvVF0,AT0hWjxvVF0_66000_76000,1,6,pipa,seen_train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1895000_1905000,31,35,piano_violin_saxophone,seen_train,v2
k-QdTpIp5m0,k-QdTpIp5m0_146000_156000,2,26,missile-rocket,seen_train,v2
nT0PHpAlvys,nT0PHpAlvys_1105000_1115000,18,25,mower,seen_train,v2
X6LWaza9Wis,X6LWaza9Wis_75000_85000,1,15,wolf,seen_train,v2
A7N2Japi3-A,A7N2Japi3-A_626000_636000,10,26,dog_man,seen_train,v2
Spud3J8sGUk,Spud3J8sGUk_571000_581000,9,31,frying-food,seen_train,v2
-1TeQpwlZGs,-1TeQpwlZGs_5000_15000,0,5,vacuum-cleaner,seen_train,v2
qHuLE1A8QXQ,qHuLE1A8QXQ_106000_116000,1,46,horse,seen_train,v2
